#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2019-12-09T15:11:32 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ5dee63311dd8	
#INFO	-out.max=unlimited	
#INFO	queryParameters=28	
#-oc.form=dec
#-out.max=unlimited
#-out.add=_Glon,_Glat
#-nav=cat:J/ApJ/784/170&tab:{J/ApJ/784/170/table4}&key:source=J/ApJ/784/170/table4&HTTPPRM:&
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=J/ApJ/784/170/table4
#-order=I
#-out=SDSS
#SDSS=DR9
#-out=RAJ2000
#-out=DEJ2000
#-out=rmag
#-out=g-r
#-out=HRV
#-out=Teff
#-out=[Fe/H]
#-out=logg
#-out=DMpeak
#-out=rMag
#-out=Dist
#-out=Rgc
#-out=pRGB
#-out=Sloan
#Sloan=Sloan
#-out=SimbadName
#

#RESOURCE=yCat_17840170
#Name: J/ApJ/784/170
#Title: The SEGUE K giant survey. II. Distances of 6036 stars (Xue+, 2014)
#Coosys	G:	galactic
#Table	J_ApJ_784_170_table4:
#Name: J/ApJ/784/170/table4
#Title: List of 6036 K giants selected from SDSS DR9
#Column	_Glon	(F10.6)	Galactic longitude (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.galactic.lon]
#Column	_Glat	(F10.6)	Galactic latitude (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.galactic.lat]
#Column	SDSS	(A3)	Display the photometric data from SDSS DR9 (cat. V/139)	[ucd=meta.ref.url]
#Column	RAJ2000	(F8.4)	Right Ascension in decimal degrees (J2000)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(F8.4)	Declination in decimal degrees (J2000)	[ucd=pos.eq.dec;meta.main]
#Column	rmag	(F6.3)	[13.8/19.6] Extinction-corrected r band magnitude (r_0_)	[ucd=phot.mag;em.opt.R]
#Column	g-r	(F6.3)	[0.5/1.3] The (g-r) color index after extinction correction (g-r)_0_	[ucd=phot.color;em.opt.B;em.opt.R]
#Column	HRV	(F6.1)	[-506.5/419.4] Heliocentic radial velocity	[ucd=spect.dopplerVeloc]
#Column	Teff	(I4)	[4025/5691] Effective temperature (SSPP) (2)	[ucd=phys.temperature.effective]
#Column	[Fe/H]	(F5.2)	[-3.6/0.32] Metallicity (SSPP) (2)	[ucd=phys.abund.Z]
#Column	logg	(F5.2)	[0.18/3.5] Log of the surface gravity (SSPP) (2)	[ucd=phys.gravity]
#Column	DMpeak	(F5.2)	[13.1/20.4] Distance modulus at peak of distance modulus likelihood (DM_peak_) (4)	[ucd=phot.mag.distMod]
#Column	rMag	(F5.2)	[-3.2/1.2] Absolute magnitude in r band (M_r_) (6)	[ucd=phys.magAbs]
#Column	Dist	(F6.2)	[4.2/120.3] Distance to Sun (d) (6)	[ucd=pos.distance;pos.heliocentric]
#Column	Rgc	(F6.2)	[4.79/125.1] Distance to Galactic center (r_GC_) (6)	[ucd=pos.distance]
#Column	pRGB	(F5.2)	[0.45/1] Chance of being clearly on the Red-Giant Branch (RGB), above the level of the Horizontal Branch (HB) (P_aboveHB_) (7)	[ucd=stat.fit.goodness]
#Column	Sloan	(a5)	Display the online SDSS data for the nearest object	[ucd=meta.ref.url]
#Column	SimbadName	(a27)	Simbad column added by the CDS	[ucd=meta.id]
_Glon;_Glat;SDSS;RAJ2000;DEJ2000;rmag;g-r;HRV;Teff;[Fe/H];logg;DMpeak;rMag;Dist;Rgc;pRGB;Sloan;SimbadName
117.386661;-38.754114;DR9;008.1310;+23.9139;17.473; 0.542;-187.6;5166;-2.13; 1.97;16.92; 0.55; 24.22; 28.10; 0.71;Sloan;SDSS J003231.45+235450.0
117.129615;-38.323022;DR9;007.8662;+24.3236;15.982; 0.776;-293.1;4765;-1.14; 1.86;16.72;-0.73; 22.04; 26.00; 1.00;Sloan;SDSS J003127.87+241925.2
117.351804;-37.668331;DR9;007.9880;+24.9922;16.040; 0.579;-243.2;4707;-1.61; 2.20;15.37; 0.67; 11.88; 16.56; 0.71;Sloan;SDSS J003157.10+245931.9
116.064586;-38.612587;DR9;006.9919;+23.9460;16.685; 0.686;-265.7;5114;-1.19; 2.16;16.75;-0.06; 22.38; 26.22; 0.96;Sloan;SDSS J002758.06+235645.4
115.803012;-38.268814;DR9;006.7243;+24.2630;15.539; 0.577; -92.1;5142;-2.14; 2.28;15.53; 0.01; 12.76; 17.22; 0.97;Sloan;SDSS J002653.83+241546.8
116.462746;-36.558760;DR9;007.0794;+26.0224;15.752; 0.643;-178.7;4970;-1.61; 1.83;15.90;-0.15; 15.16; 19.51; 1.00;Sloan;SDSS J002819.04+260120.7
117.737636;-36.775427;DR9;008.2353;+25.9097;15.184; 0.547;-127.6;5110;-1.83; 1.68;14.35; 0.84;  7.41; 12.77; 0.60;Sloan;SDSS J003256.46+255434.7
117.613409;-36.748595;DR9;008.1224;+25.9274;17.039; 0.631;-272.3;5046;-1.38; 2.32;16.77; 0.27; 22.60; 26.63; 0.91;Sloan;SDSS J003229.36+255538.5
118.358256;-37.132019;DR9;008.8173;+25.5961;17.646; 0.526;-241.9;5060;-2.19; 1.73;16.85; 0.80; 23.44; 27.49; 0.54;Sloan;SDSS J003516.13+253546.2
118.751984;-37.722685;DR9;009.2113;+25.0306;16.198; 0.584; -33.9;5182;-1.80; 2.31;15.88; 0.32; 15.00; 19.50; 0.92;Sloan;SDSS J003650.72+250150.4
119.088208;-37.661629;DR9;009.4997;+25.1098;15.057; 0.614; -14.5;5000;-1.31; 2.32;14.48; 0.57;  7.88; 13.21; 0.64;Sloan;SDSS J003759.91+250635.3
030.457672;-26.606924;DR9;305.9587;-13.8023;16.549; 0.647;-149.7;4950;-1.36; 2.03;16.43; 0.12; 19.31; 14.09; 0.97;Sloan;SDSS J202350.06-134808.4
030.409967;-26.787608;DR9;306.1115;-13.9139;15.193; 0.658; -12.9;5029;-1.51; 1.80;15.41;-0.22; 12.07;  7.81; 1.00;Sloan;SDSS J202426.72-135449.9
030.531487;-26.422294;DR9;305.8121;-13.6675;15.652; 0.704;  41.3;5171;-0.87; 3.07;15.43; 0.22; 12.18;  7.88; 0.70;Sloan;SDSS J202314.88-134003.3
029.682886;-26.367697;DR9;305.4465;-14.3420;15.638; 0.619; -46.6;4964;-1.42; 2.33;15.31; 0.33; 11.52;  7.30; 0.90;Sloan;SDSS J202147.13-142031.3
030.523436;-25.760171;DR9;305.1862;-13.4064;16.482; 0.620;  80.6;5032;-1.47; 2.18;16.23; 0.25; 17.60; 12.46; 0.96;Sloan;SDSS J202044.67-132422.9
029.745937;-25.636465;DR9;304.7787;-13.9975;15.129; 0.655; -87.3;5008;-1.13; 2.55;14.81; 0.32;  9.17;  5.77; 0.78;Sloan;SDSS J201906.86-135950.9
029.776289;-25.652542;DR9;304.8052;-13.9789;17.138; 0.615; -90.6;5027;-1.95; 1.94;17.44;-0.30; 30.71; 24.95; 1.00;Sloan;SDSS J201913.23-135843.9
031.875845;-24.520097;DR9;304.5438;-11.7805;15.938; 0.618;  44.3;5044;-1.20; 2.51;15.38; 0.55; 11.93;  7.67; 0.52;Sloan;SDSS J201810.48-114649.7
031.547734;-24.359577;DR9;304.2676;-11.9853;16.725; 0.639;-184.9;5043;-1.85; 2.14;17.18;-0.46; 27.34; 21.72; 1.00;Sloan;SDSS J201704.19-115907.0
031.050496;-24.532168;DR9;304.2366;-12.4688;16.897; 0.664;-209.5;5007;-1.34; 2.00;16.93;-0.03; 24.33; 18.78; 0.98;Sloan;SDSS J201656.75-122807.7
031.311037;-25.021128;DR9;304.7927;-12.4549;15.192; 0.652;-280.8;4976;-1.17; 1.76;14.93; 0.26;  9.68;  6.15; 0.81;Sloan;SDSS J201910.22-122717.5
031.422898;-24.725074;DR9;304.5596;-12.2402;15.453; 0.662; 118.1;4999;-1.48; 2.09;15.68;-0.23; 13.71;  9.05; 1.00;Sloan;SDSS J201814.27-121424.7
030.958071;-24.896815;DR9;304.5417;-12.6954;16.441; 0.549;-211.3;5227;-1.95; 2.51;15.85; 0.59; 14.80;  9.94; 0.77;Sloan;SDSS J201809.96-124143.5
030.816930;-24.966475;DR9;304.5530;-12.8407;17.606; 0.623; -29.5;5224;-2.24; 1.96;18.22;-0.62; 44.14; 38.24; 1.00;Sloan;SDSS J201812.70-125026.6
031.576423;-25.432998;DR9;305.2783;-12.4060;15.948; 0.637;  42.9;5001;-1.42; 2.14;15.83; 0.12; 14.63;  9.89; 0.98;Sloan;SDSS J202106.76-122421.5
031.135026;-25.643284;DR9;305.3071;-12.8555;17.113; 0.610; -38.6;5028;-1.42; 2.16;16.68; 0.43; 21.71; 16.34; 0.86;Sloan;SDSS J202113.67-125120.2
031.294564;-26.125028;DR9;305.8183;-12.9215;16.187; 0.602; -73.6;5011;-1.39; 2.19;15.62; 0.56; 13.33;  8.83; 0.71;Sloan;SDSS J202316.39-125517.6
030.918066;-23.926214;DR9;303.6205;-12.3285;17.678; 0.621; -12.5;4798;-1.83; 2.65;17.90;-0.22; 38.06; 32.17; 1.00;Sloan;SDSS J201428.90-121942.7
030.811374;-23.826760;DR9;303.4865;-12.3762;16.531; 0.683; -17.3;4881;-1.12; 2.28;16.53; 0.00; 20.20; 14.77; 0.95;Sloan;SDSS J201356.74-122234.6
030.385310;-23.711859;DR9;303.2145;-12.6840;15.532; 0.633; 210.1;5094;-1.51; 2.03;15.48; 0.06; 12.45;  7.85; 0.99;Sloan;SDSS J201251.47-124102.2
030.143304;-23.889141;DR9;303.2870;-12.9587;16.019; 0.865; -55.8;4655;-0.28; 2.64;15.74; 0.28; 14.07;  9.17; 0.59;Sloan;SDSS J201308.86-125731.3
030.204293;-23.193174;DR9;302.6600;-12.6216;15.945; 1.224;-181.1;4051;-1.39; 0.51;18.65;-2.70; 53.61; 47.50; 1.00;Sloan;SDSS J201038.37-123718.0
029.652453;-23.487382;DR9;302.7218;-13.2044;15.534; 0.711;  10.9;5016;-0.88; 2.89;15.38; 0.15; 11.93;  7.36; 0.80;Sloan;SDSS J201053.21-131216.1
030.089073;-22.675853;DR9;302.1324;-12.5046;16.194; 0.732;-175.6;4834;-2.09; 1.66;17.74;-1.54; 35.28; 29.29; 1.00;Sloan;SDSS J200831.76-123016.7
031.487503;-22.387877;DR9;302.4158;-11.2106;16.078; 0.685; -47.8;4926;-1.19; 2.18;16.17;-0.09; 17.15; 11.90; 0.99;Sloan;SDSS J200939.75-111238.2
030.598910;-22.343207;DR9;302.0229;-11.9380;15.365; 1.125;-206.3;4286;-1.27; 0.59;17.74;-2.37; 35.31; 29.35; 1.00;Sloan;SDSS J200805.47-115616.7
031.562486;-22.915261;DR9;302.9334;-11.3696;17.462; 0.686;-217.9;5049;-1.19; 2.27;17.56;-0.10; 32.52; 26.71; 0.97;Sloan;SDSS J201143.98-112210.7
031.057461;-22.859153;DR9;302.6825;-11.7686;17.288; 0.832; -55.0;4706;-0.68; 2.50;17.47;-0.18; 31.14; 25.30; 1.00;Sloan;SDSS J201043.77-114607.1
031.555927;-23.332169;DR9;303.3170;-11.5499;17.073; 1.122; -36.6;4481; 0.30; 2.32;16.51; 0.56; 20.07; 14.68; 0.81;Sloan;SDSS J201316.05-113259.6
031.394895;-23.963164;DR9;303.8398;-11.9473;15.528; 0.674;  76.2;5016;-1.23; 2.42;15.55;-0.02; 12.88;  8.32; 0.98;Sloan;SDSS J201521.53-115650.4
031.083256;-24.078391;DR9;303.8262;-12.2541;16.715; 0.607; 117.1;5089;-1.39; 2.45;16.22; 0.49; 17.57; 12.36; 0.76;Sloan;SDSS J201518.25-121514.9
031.228869;-23.787446;DR9;303.6119;-12.0123;15.575; 0.686;-270.1;4903;-1.19; 2.45;15.67;-0.10; 13.64;  8.91; 0.98;Sloan;SDSS J201426.84-120044.4
031.328594;-23.647642;DR9;303.5208;-11.8711;17.672; 0.646;-325.4;4970;-2.01; 1.78;18.39;-0.72; 47.75; 41.79; 1.00;Sloan;SDSS J201404.98-115215.8
031.666997;-24.142560;DR9;304.1122;-11.7961;17.359; 0.585; 100.3;5139;-1.48; 2.46;16.70; 0.66; 21.85; 16.43; 0.63;Sloan;SDSS J201626.91-114745.9
032.361389;-23.648841;DR9;303.9266;-11.0127;15.328; 1.166;   1.1;4370;-0.86; 1.16;17.36;-2.04; 29.70; 24.05; 1.00;Sloan;SDSS J201542.36-110045.8
031.804994;-23.754058;DR9;303.8056;-11.5192;15.792; 0.845;-278.9;4380;-1.41; 1.36;17.29;-1.50; 28.74; 23.08; 1.00;Sloan;SDSS J201513.32-113108.9
065.579937;-38.617910;DR9;331.5146;+05.1950;17.559; 0.622;-172.6;5018;-1.67; 2.22;17.50; 0.06; 31.66; 30.05; 0.98;Sloan;SDSS J220603.47+051142.2
065.746151;-38.500095;DR9;331.5117;+05.3704;16.474; 0.639;-233.9;4988;-1.58; 1.97;16.53;-0.06; 20.22; 19.21; 0.99;Sloan;SDSS J220602.81+052213.3
066.378349;-38.465216;DR9;331.8150;+05.7641;15.104; 0.909; -99.7;4604;-1.33; 1.41;16.82;-1.71; 23.07; 21.92; 1.00;Sloan;SDSS J220715.59+054550.6
065.323281;-38.285265;DR9;331.1302;+05.2622;15.109; 0.616;-102.6;5038;-2.49; 2.16;15.70;-0.59; 13.82; 13.51; 1.00;Sloan;SDSS J220431.22+051544.0
065.347280;-38.253442;DR9;331.1185;+05.2973;16.825; 0.646;-182.2;4989;-1.45; 2.07;16.79; 0.03; 22.85; 21.59; 0.99;Sloan;SDSS J220428.41+051750.2
066.045765;-38.072552;DR9;331.3456;+05.8295;17.424; 0.645;-180.8;4850;-1.56; 1.93;17.55;-0.13; 32.42; 30.81; 1.00;Sloan;SDSS J220522.92+054946.2
065.224647;-37.852510;DR9;330.7508;+05.4872;15.719; 0.677;-256.7;4914;-1.43; 1.96;16.00;-0.28; 15.86; 15.22; 1.00;Sloan;SDSS J220300.17+052914.0
065.199462;-37.887904;DR9;330.7646;+05.4490;15.463; 0.651;-331.1;5136;-1.52; 1.86;15.60;-0.14; 13.18; 12.96; 0.99;Sloan;SDSS J220303.49+052656.2
065.921403;-37.578347;DR9;330.9076;+06.0827;17.743; 0.709; -29.6;4875;-1.51; 1.88;18.41;-0.66; 47.98; 46.02; 1.00;Sloan;SDSS J220337.80+060457.4
064.733286;-37.882563;DR9;330.5194;+05.1737;17.483; 0.552;  -8.9;5269;-1.81; 2.61;16.67; 0.81; 21.58; 20.33; 0.64;Sloan;SDSS J220204.62+051025.2
065.791442;-37.447211;DR9;330.7401;+06.0918;15.904; 0.660;-219.7;4953;-1.21; 2.23;15.74; 0.16; 14.06; 13.73; 0.88;Sloan;SDSS J220257.60+060530.4
064.919498;-37.244725;DR9;330.1296;+05.7010;17.338; 0.760;-159.6;4820;-1.45; 1.91;18.35;-1.02; 46.88; 44.81; 1.00;Sloan;SDSS J220031.07+054203.4
065.099834;-36.571140;DR9;329.7106;+06.2495;15.947; 0.612;-236.6;5060;-1.24; 2.55;15.33; 0.62; 11.64; 11.68; 0.53;Sloan;SDSS J215850.53+061458.1
065.792992;-36.268435;DR9;329.8483;+06.8692;15.697; 0.650;-340.9;4973;-1.72; 1.92;16.07;-0.38; 16.40; 15.69; 1.00;Sloan;SDSS J215923.58+065209.3
066.320188;-36.092446;DR9;329.9982;+07.3050;16.781; 0.659;-146.8;4922;-1.81; 1.78;17.36;-0.58; 29.66; 28.10; 1.00;Sloan;SDSS J215959.56+071817.9
065.617047;-36.355996;DR9;329.8209;+06.7048;16.400; 0.584;-358.3;5155;-2.18; 1.80;16.52;-0.12; 20.17; 19.07; 1.00;Sloan;SDSS J215916.99+064217.5
066.818903;-36.716619;DR9;330.7372;+07.1898;15.441; 0.624;-165.4;5116;-1.39; 2.11;15.09; 0.35; 10.41; 10.94; 0.84;Sloan;SDSS J220256.92+071122.9
066.721137;-36.408712;DR9;330.4531;+07.3366;15.526; 0.780; -17.8;4709;-0.53; 2.90;15.23; 0.29; 11.13; 11.46; 0.49;Sloan;SDSS J220148.71+072011.7
066.249011;-36.716182;DR9;330.4308;+06.8489;15.658; 0.624;-103.3;4989;-1.32; 2.11;15.23; 0.42; 11.14; 11.43; 0.79;Sloan;SDSS J220143.38+065056.1
066.294567;-37.461135;DR9;331.0164;+06.3821;17.299; 0.651;-255.3;5110;-1.12; 2.60;16.97; 0.33; 24.80; 23.51; 0.70;Sloan;SDSS J220403.93+062255.5
066.555673;-37.281399;DR9;331.0201;+06.6566;16.750; 0.613; -23.0;4873;-1.38; 2.48;16.29; 0.46; 18.09; 17.31; 0.78;Sloan;SDSS J220404.82+063923.4
067.022282;-37.264282;DR9;331.2570;+06.9444;17.617; 0.593;-285.9;5136;-1.41; 2.44;16.96; 0.65; 24.71; 23.49; 0.62;Sloan;SDSS J220501.65+065639.8
067.129257;-37.416885;DR9;331.4285;+06.9052;16.445; 0.709;-235.0;4823;-1.71; 1.56;17.36;-0.92; 29.71; 28.28; 1.00;Sloan;SDSS J220542.83+065418.5
066.915789;-38.077169;DR9;331.8078;+06.3373;15.751; 0.623;-245.1;5096;-1.27; 2.33;15.28; 0.47; 11.37; 11.71; 0.73;Sloan;SDSS J220713.85+062014.1
067.560731;-37.612372;DR9;331.8062;+07.0268;17.054; 0.551;-401.7;5281;-1.69; 2.51;16.11; 0.94; 16.68; 16.17; 0.51;Sloan;SDSS J220713.47+070136.6
067.148917;-38.020447;DR9;331.8894;+06.5115;16.215; 0.697; -26.0;5015;-1.09; 2.47;16.28;-0.07; 18.05; 17.36; 0.95;Sloan;SDSS J220733.42+063041.1
086.170288;-58.677279;DR9;354.7289;-01.0811;17.651; 0.606;-125.9;5133;-1.44; 2.23;17.17; 0.48; 27.13; 28.02; 0.80;Sloan;SDSS J233854.93-010452.1
086.076823;-58.315845;DR9;354.4948;-00.8014;15.821; 0.591; -40.5;5162;-1.86; 1.70;15.67; 0.15; 13.63; 15.56; 0.96;Sloan;SDSS J233758.76-004805.2
086.494474;-57.925482;DR9;354.4743;-00.3535;17.813; 0.557;-142.3;5114;-1.62; 2.29;16.88; 0.94; 23.74; 24.81; 0.48;Sloan;SDSS J233753.84-002112.7
084.852382;-58.003793;DR9;353.7827;-00.8888;17.640; 0.554;  27.2;5128;-1.98; 1.98;17.08; 0.56; 26.12; 26.95; 0.78;Sloan;SDSS J233507.84-005319.7
085.432333;-57.464710;DR9;353.7482;-00.2681;15.703; 0.612; -47.5;5101;-1.92; 1.90;15.89;-0.19; 15.09; 16.77; 1.00;Sloan;2MASS J23345955-0016050
085.021856;-57.431786;DR9;353.5450;-00.3607;16.419; 0.660;-145.5;4982;-1.27; 2.21;16.35; 0.07; 18.59; 19.90; 0.96;Sloan;SDSS J233410.79-002138.4
084.361059;-56.924818;DR9;352.9668;-00.1349;15.410; 0.530;-102.2;5257;-2.53; 2.51;14.90; 0.51;  9.57; 12.14; 0.60;Sloan;SDSS J233152.02-000805.5
084.011721;-56.986581;DR9;352.8430;-00.2923;16.435; 0.598;-131.3;5172;-2.09; 2.33;16.65;-0.21; 21.35; 22.37; 1.00;Sloan;2MASS J23312232-0017322
083.741672;-56.567164;DR9;352.4853;-00.0280;17.591; 0.621;-176.1;4790;-1.91; 2.46;17.87;-0.28; 37.51; 37.88; 1.00;Sloan;SDSS J232956.46-000140.9
085.532105;-55.958385;DR9;352.9790;+01.0282;16.940; 0.693;  69.7;4855;-1.30; 1.86;17.21;-0.27; 27.70; 28.50; 1.00;Sloan;SDSS J233154.95+010141.5
085.719385;-56.341964;DR9;353.2738;+00.7615;15.119; 0.627;-368.6;5082;-2.20; 1.21;15.72;-0.60; 13.95; 15.79; 1.00;Sloan;SDSS J233305.68+004541.4
084.750590;-56.009139;DR9;352.6402;+00.7472;16.095; 0.917;-270.2;4569;-1.42; 1.24;17.94;-1.84; 38.65; 39.07; 1.00;Sloan;SDSS J233033.64+004450.0
086.359129;-56.319266;DR9;353.5615;+00.9702;16.338; 0.537;-173.4;5205;-2.56; 2.16;16.01; 0.33; 15.91; 17.56; 0.70;Sloan;SDSS J233414.76+005812.6
086.316086;-56.358129;DR9;353.5619;+00.9246;16.668; 0.668; -52.4;4965;-1.07; 2.46;16.47; 0.20; 19.64; 20.94; 0.80;Sloan;SDSS J233414.85+005528.5
085.627221;-56.621018;DR9;353.3813;+00.4990;16.975; 0.677; -56.8;4839;-1.23; 2.04;17.04;-0.06; 25.55; 26.45; 0.99;Sloan;SDSS J233331.50+002956.4
086.658871;-56.711278;DR9;353.9091;+00.7248;16.644; 0.747;-140.6;4725;-1.42; 1.56;17.47;-0.83; 31.21; 31.97; 1.00;Sloan;SDSS J233538.18+004329.3
086.504729;-57.171581;DR9;354.0805;+00.2894;17.280; 1.081; -70.5;4478;-1.44; 0.47;19.71;-2.43; 87.42; 87.52; 1.00;Sloan;SDSS J233619.31+001721.8
087.539556;-57.068351;DR9;354.5058;+00.6707;16.753; 0.627;-273.8;4976;-2.59; 1.38;17.46;-0.70; 31.01; 31.85; 1.00;Sloan;SDSS J233801.37+004014.7
087.516650;-57.273994;DR9;354.6012;+00.4881;16.018; 0.581;  32.4;5096;-1.43; 2.30;15.24; 0.77; 11.19; 13.60; 0.49;Sloan;SDSS J233824.28+002916.8
088.413696;-57.334757;DR9;355.0490;+00.6830;17.055; 0.756;-267.0;4748;-1.34; 1.71;17.87;-0.82; 37.51; 38.24; 1.00;Sloan;SDSS J234011.77+004058.6
071.863380;-51.775371;DR9;344.0854;-00.6977;16.418; 0.583;-106.1;5156;-1.43; 2.38;15.64; 0.78; 13.43; 14.25; 0.53;Sloan;SDSS J225620.47-004151.5
072.126866;-51.731818;DR9;344.1732;-00.5535;15.944; 0.645; -52.1;4948;-1.25; 2.09;15.65; 0.29; 13.49; 14.31; 0.83;Sloan;SDSS J225641.55-003312.4
072.512180;-51.532069;DR9;344.2094;-00.2440;17.141; 0.601;-179.0;5087;-1.33; 2.28;16.47; 0.67; 19.72; 19.84; 0.57;Sloan;SDSS J225650.23-001438.2
070.626502;-51.774809;DR9;343.5372;-01.2318;16.653; 0.624;-138.3;5071;-1.46; 1.75;16.36; 0.29; 18.70; 18.77; 0.90;Sloan;SDSS J225408.93-011354.5
071.788820;-51.467598;DR9;343.8388;-00.5078;15.406; 0.729;-150.9;4767;-1.14; 1.95;15.79;-0.39; 14.41; 15.06; 0.99;Sloan;SDSS J225521.29-003028.2
070.513446;-51.507562;DR9;343.2990;-01.0917;15.382; 0.743;-182.5;4790;-1.26; 1.83;16.00;-0.62; 15.88; 16.23; 1.00;Sloan;SDSS J225311.72-010530.2
071.005603;-51.313534;DR9;343.3809;-00.7379;17.146; 0.662;-248.2;4942;-1.24; 2.23;17.01; 0.13; 25.28; 24.91; 0.87;Sloan;SDSS J225331.39-004416.5
071.574527;-51.051159;DR9;343.4532;-00.3011;16.189; 0.630;-167.1;4834;-1.32; 2.53;15.84; 0.35; 14.73; 15.30; 0.84;Sloan;SDSS J225348.73-001803.9
072.060529;-50.962624;DR9;343.6124;-00.0254;16.828; 0.653;-163.3;5040;-1.45; 1.72;16.82; 0.01; 23.11; 22.94; 0.98;Sloan;SDSS J225426.96-000131.6
070.069540;-51.293540;DR9;342.9518;-01.1364;16.225; 0.594; -86.0;5052;-1.60; 2.09;15.76; 0.46; 14.21; 14.74; 0.87;Sloan;SDSS J225148.42-010811.1
070.619584;-51.083889;DR9;343.0474;-00.7444;16.448; 0.651;  68.5;5094;-1.52; 2.23;16.58;-0.13; 20.70; 20.58; 0.99;Sloan;SDSS J225211.34-004439.8
070.427600;-51.463048;DR9;343.2297;-01.0979;16.722; 0.553;  42.6;5270;-1.75; 2.70;15.87; 0.85; 14.92; 15.38; 0.58;Sloan;SDSS J225255.12-010552.4
071.102150;-51.070614;DR9;343.2540;-00.5221;16.501; 0.731;-111.9;4851;-1.52; 1.51;17.38;-0.88; 29.93; 29.36; 1.00;Sloan;SDSS J225300.96-003119.6
071.156778;-51.016077;DR9;343.2404;-00.4591;17.731; 0.639;-181.3;4929;-1.67; 2.00;17.89;-0.16; 37.80; 37.01; 1.00;Sloan;SDSS J225257.69-002732.9
070.794841;-50.834356;DR9;342.9503;-00.4894;16.508; 0.688;-100.8;4887;-1.29; 2.03;16.69;-0.18; 21.74; 21.55; 0.98;Sloan;SDSS J225148.05-002921.7
070.622625;-50.723335;DR9;342.7948;-00.4871;17.616; 0.646;-192.2;4815;-2.63; 1.59;18.54;-0.93; 51.13; 50.06; 1.00;Sloan;SDSS J225110.74-002913.7
070.016868;-50.930977;DR9;342.6711;-00.9045;17.173; 0.639; -96.5;5021;-1.46; 2.23;17.06; 0.12; 25.80; 25.31; 0.96;Sloan;SDSS J225041.06-005416.5
070.287186;-50.212546;DR9;342.2830;-00.2760;16.511; 0.725; -97.4;4809;-1.51; 1.69;17.34;-0.83; 29.37; 28.72; 1.00;Sloan;SDSS J224907.90-001633.6
069.457587;-51.075629;DR9;342.5273;-01.2568;16.260; 1.022; -57.9;4297;-0.92; 1.45;17.91;-1.65; 38.27; 37.33; 1.00;Sloan;SDSS J225006.52-011524.5
069.739453;-50.858162;DR9;342.4963;-00.9778;16.425; 0.609; -19.6;5065;-1.55; 2.21;16.11; 0.31; 16.69; 16.86; 0.94;Sloan;SDSS J224959.10-005840.3
069.515093;-50.851467;DR9;342.3923;-01.0742;15.069; 0.625; -40.6;5015;-1.21; 2.50;14.54; 0.52;  8.11; 10.05; 0.59;Sloan;SDSS J224934.13-010427.1
069.325357;-50.815301;DR9;342.2827;-01.1347;17.615; 0.579;-166.5;5048;-2.73; 1.27;17.73;-0.11; 35.13; 34.24; 0.93;Sloan;SDSS J224907.83-010804.9
069.784055;-49.833569;DR9;341.7863;-00.2385;15.202; 0.604;-248.7;5081;-1.51; 2.33;14.77; 0.44;  8.98; 10.61; 0.87;Sloan;SDSS J224708.69-001418.5
071.181202;-49.576219;DR9;342.2450;+00.5814;16.023; 0.750;-147.3;4763;-1.23; 2.00;16.64;-0.62; 21.29; 21.12; 1.00;Sloan;SDSS J224858.79+003452.8
071.037350;-49.679379;DR9;342.2506;+00.4425;15.105; 1.246;-120.6;4058;-1.27; 0.58;17.73;-2.63; 35.18; 34.40; 1.00;Sloan;SDSS J224900.12+002633.2
072.385714;-49.586815;DR9;342.8153;+01.1151;16.633; 0.559;-155.3;5324;-1.90; 3.01;16.02; 0.62; 15.98; 16.41; 0.77;Sloan;SDSS J225115.65+010654.3
072.859438;-49.830229;DR9;343.2053;+01.1476;15.330; 0.773; -92.5;4746;-1.53; 1.45;16.54;-1.21; 20.34; 20.39; 1.00;Sloan;SDSS J225249.25+010851.4
072.368814;-50.093635;DR9;343.1558;+00.7395;15.169; 1.036;-137.8;4354;-1.43; 1.10;17.47;-2.30; 31.13; 30.60; 1.00;Sloan;CRTS J225237.3+004421
072.667064;-49.935818;DR9;343.1870;+00.9858;17.675; 0.638;-147.7;4968;-1.37; 2.21;17.49; 0.19; 31.47; 30.95; 0.95;Sloan;SDSS J225244.87+005908.8
071.737711;-50.308426;DR9;343.0119;+00.3052;15.170; 0.582;-466.6;4905;-2.55; 1.53;15.34;-0.17; 11.68; 12.77; 0.96;Sloan;SDSS J225202.86+001818.7
071.629845;-50.130478;DR9;342.8387;+00.3854;16.641; 0.634;-294.8;4998;-1.34; 2.29;16.35; 0.30; 18.58; 18.69; 0.88;Sloan;SDSS J225121.27+002307.2
